Code,Depto,Municipio,Censo Electoral,Participación/Total votación,Abstención,Ganador Circunscripción Nacional,Votos Válidos (Nacional),Alianza Verde,Cambio Radical,Centro Democrático,Partido Conservador,FARC,Partido Liberal,Opción Ciudadana,MIRA,Polo Democrático Alternativo,Partido de la U,Somos,Todos Somos Colombia,Coalición Lista de la Decencia (ASI-UP-MAIS),GSC Colombia Justa Libres,GSC Si se puede,GSC Unión con Fortaleza,Voto en Blanco (Nacional),Ganador Circunscripción Indígena,Votos Válidos Indígenas,Autoridad Tradicional Casiyouren,MAIS,AICO,Movimiento Indígena Ambiental - MIA,Movimiento Político Soberanía,ASI,Renovación Étnica de Colombia,Voto en Blanco (Indígena),Vótos Válidos (todas las circunscripciones),Votos Inválidos,Votos Nulos,Tarjetones no Marcados,%Participación,%Abstención,%Votos Válidos (Nacional),%Alianza Verde,%Cambio Radical,%Centro Democrático,%Partido Conservador,%FARC,%Partido Liberal,%Opción Ciudadana,%MIRA,%Polo Democrático Alternativo,%Partido de la U,%Somos,%Todos Somos Colombia,%Coalición Lista de la Decencia (ASI-UP-MAIS),%GSC Colombia Justa Libres,%GSC Si se puede,%GSC Unión con Fortaleza,%Voto en Blanco (Nacional),%Válidos Indígenas,%Autoridad Tradicional Casiyouren,%MAIS,%AICO,%Movimiento Indígena Ambiental - MIA,%Movimiento Político Soberanía,%ASI,%Renovación Étnica de Colombia,%Voto en Blanco (Indígena),%Vótos Válidos (todas las circunscripciones),%Votos Inválidos,%Votos Nulos,%Tarjetones no Marcados
19355,Cauca,Inzá,17003,7320,9683,Partido Liberal,3122,60,457,208,308,49,730,28,22,691,188,36,8,44,115,12,4,162,Movimiento Político Soberanía,2615,12,589,18,1,1629,231,14,121,5737,1583,481,1102,43.1%,56.9%,42.7%,1.9%,14.6%,6.7%,9.9%,1.6%,23.4%,0.9%,0.7%,22.1%,6.0%,1.2%,0.3%,1.4%,3.7%,0.4%,0.1%,5.2%,35.7%,0.5%,22.5%,0.7%,0.0%,62.3%,8.8%,0.5%,4.6%,78.4%,21.6%,6.6%,15.1%
19364,Cauca,Jambaló,8415,4097,4318,Partido Liberal,1330,39,116,32,13,189,416,11,11,29,140,81,16,18,132,8,3,76,MAIS,1881,2,1669,29,1,11,96,2,71,3211,886,252,634,48.7%,51.3%,32.5%,2.9%,8.7%,2.4%,1.0%,14.2%,31.3%,0.8%,0.8%,2.2%,10.5%,6.1%,1.2%,1.4%,9.9%,0.6%,0.2%,5.7%,45.9%,0.1%,88.7%,1.5%,0.1%,0.6%,5.1%,0.1%,3.8%,78.4%,21.6%,6.2%,15.5%
19392,Cauca,La Sierra,8949,4495,4454,Partido Liberal,3487,110,1039,169,69,6,1257,42,293,81,218,12,14,25,23,4,3,122,Movimiento Político Soberanía,245,0,29,1,0,133,13,0,69,3732,763,269,494,50.2%,49.8%,77.6%,3.2%,29.8%,4.8%,2.0%,0.2%,36.0%,1.2%,8.4%,2.3%,6.3%,0.3%,0.4%,0.7%,0.7%,0.1%,0.1%,3.5%,5.5%,0.0%,11.8%,0.4%,0.0%,54.3%,5.3%,0.0%,28.2%,83.0%,17.0%,6.0%,11.0%
19397,Cauca,La Vega,15207,6923,8284,Cambio Radical,5417,47,2250,113,418,9,1731,20,128,111,341,15,14,30,79,7,1,103,Movimiento Político Soberanía,348,1,46,6,1,222,14,2,56,5765,1158,317,841,45.5%,54.5%,78.2%,0.9%,41.5%,2.1%,7.7%,0.2%,32.0%,0.4%,2.4%,2.0%,6.3%,0.3%,0.3%,0.6%,1.5%,0.1%,0.0%,1.9%,5.0%,0.3%,13.2%,1.7%,0.3%,63.8%,4.0%,0.6%,16.1%,83.3%,16.7%,4.6%,12.1%
19418,Cauca,López,12754,6171,6583,Partido de la U,5833,23,999,32,432,0,1354,197,20,39,2723,2,6,0,2,0,0,4,Movimiento Político Soberanía,36,0,7,0,0,26,1,0,2,5869,302,176,126,48.4%,51.6%,94.5%,0.4%,17.1%,0.5%,7.4%,0.0%,23.2%,3.4%,0.3%,0.7%,46.7%,0.0%,0.1%,0.0%,0.0%,0.0%,0.0%,0.1%,0.6%,0.0%,19.4%,0.0%,0.0%,72.2%,2.8%,0.0%,5.6%,95.1%,4.9%,2.9%,2.0%
19450,Cauca,Mercaderes,13924,5873,8051,Cambio Radical,4882,127,2318,151,366,17,648,39,97,80,821,2,11,78,45,1,3,78,Voto en Blanco ,51,0,2,0,0,11,5,1,32,4933,940,377,563,42.2%,57.8%,83.1%,2.6%,47.5%,3.1%,7.5%,0.3%,13.3%,0.8%,2.0%,1.6%,16.8%,0.0%,0.2%,1.6%,0.9%,0.0%,0.1%,1.6%,0.9%,0.0%,3.9%,0.0%,0.0%,21.6%,9.8%,2.0%,62.7%,84.0%,16.0%,6.4%,9.6%
19455,Cauca,Miranda,19399,10334,9065,Partido Liberal,8101,329,1436,400,887,159,1573,131,336,426,1368,108,28,188,319,8,8,397,MAIS,854,0,513,5,0,60,28,4,244,8955,1379,770,609,53.3%,46.7%,78.4%,4.1%,17.7%,4.9%,10.9%,2.0%,19.4%,1.6%,4.1%,5.3%,16.9%,1.3%,0.3%,2.3%,3.9%,0.1%,0.1%,4.9%,8.3%,0.0%,60.1%,0.6%,0.0%,7.0%,3.3%,0.5%,28.6%,86.7%,13.3%,7.5%,5.9%
19473,Cauca,Morales,19322,8746,10576,Cambio Radical,5928,107,2135,294,910,17,1014,23,187,57,127,89,20,33,632,37,7,239,MAIS,739,2,429,20,0,111,44,3,130,6667,2079,528,1551,45.3%,54.7%,67.8%,1.8%,36.0%,5.0%,15.4%,0.3%,17.1%,0.4%,3.2%,1.0%,2.1%,1.5%,0.3%,0.6%,10.7%,0.6%,0.1%,4.0%,8.4%,0.3%,58.1%,2.7%,0.0%,15.0%,6.0%,0.4%,17.6%,76.2%,23.8%,6.0%,17.7%
19513,Cauca,Padilla,6700,3331,3369,Cambio Radical,2596,97,970,113,262,6,434,137,29,63,263,6,7,9,99,2,3,96,Voto en Blanco ,55,0,2,0,1,2,1,1,48,2651,680,439,241,49.7%,50.3%,77.9%,3.7%,37.4%,4.4%,10.1%,0.2%,16.7%,5.3%,1.1%,2.4%,10.1%,0.2%,0.3%,0.3%,3.8%,0.1%,0.1%,3.7%,1.7%,0.0%,3.6%,0.0%,1.8%,3.6%,1.8%,1.8%,87.3%,79.6%,20.4%,13.2%,7.2%
19517,Cauca,Páez,19963,9589,10374,Partido Liberal,2126,62,463,117,158,26,725,44,11,20,171,34,15,24,146,10,9,91,Movimiento Político Soberanía,5797,18,774,39,3,4428,427,20,88,7923,1666,604,1062,48.0%,52.0%,22.2%,2.9%,21.8%,5.5%,7.4%,1.2%,34.1%,2.1%,0.5%,0.9%,8.0%,1.6%,0.7%,1.1%,6.9%,0.5%,0.4%,4.3%,60.5%,0.3%,13.4%,0.7%,0.1%,76.4%,7.4%,0.3%,1.5%,82.6%,17.4%,6.3%,11.1%
19532,Cauca,Patía,25682,9976,15706,Cambio Radical,8059,147,2701,369,718,191,2018,36,218,316,669,72,29,105,185,11,7,267,Voto en Blanco ,336,0,53,1,0,106,29,0,147,8395,1581,670,911,38.8%,61.2%,80.8%,1.8%,33.5%,4.6%,8.9%,2.4%,25.0%,0.4%,2.7%,3.9%,8.3%,0.9%,0.4%,1.3%,2.3%,0.1%,0.1%,3.3%,3.4%,0.0%,15.8%,0.3%,0.0%,31.5%,8.6%,0.0%,43.8%,84.2%,15.8%,6.7%,9.1%
19533,Cauca,Piamonte,5216,2044,3172,Cambio Radical,1770,79,989,47,65,26,211,38,17,19,184,1,4,5,44,1,2,38,Voto en Blanco ,27,0,2,0,0,3,1,0,21,1797,247,136,111,39.2%,60.8%,86.6%,4.5%,55.9%,2.7%,3.7%,1.5%,11.9%,2.1%,1.0%,1.1%,10.4%,0.1%,0.2%,0.3%,2.5%,0.1%,0.1%,2.1%,1.3%,0.0%,7.4%,0.0%,0.0%,11.1%,3.7%,0.0%,77.8%,87.9%,12.1%,6.7%,5.4%
19548,Cauca,Piendamó,27662,12616,15046,Cambio Radical,8853,386,1675,786,1357,39,1131,154,348,399,554,194,43,214,744,10,20,799,Voto en Blanco ,956,3,144,66,3,234,135,9,362,9809,2807,907,1900,45.6%,54.4%,70.2%,4.4%,18.9%,8.9%,15.3%,0.4%,12.8%,1.7%,3.9%,4.5%,6.3%,2.2%,0.5%,2.4%,8.4%,0.1%,0.2%,9.0%,7.6%,0.3%,15.1%,6.9%,0.3%,24.5%,14.1%,0.9%,37.9%,77.8%,22.2%,7.2%,15.1%
19573,Cauca,Puerto Tejada,32281,14688,17593,Cambio Radical,11004,563,2341,593,654,18,1796,618,697,676,1668,61,31,131,393,20,19,725,Voto en Blanco ,506,0,24,16,2,1,9,10,444,11510,3178,2063,1115,45.5%,54.5%,74.9%,5.1%,21.3%,5.4%,5.9%,0.2%,16.3%,5.6%,6.3%,6.1%,15.2%,0.6%,0.3%,1.2%,3.6%,0.2%,0.2%,6.6%,3.4%,0.0%,4.7%,3.2%,0.4%,0.2%,1.8%,2.0%,87.7%,78.4%,21.6%,14.0%,7.6%
19585,Cauca,Puracé,8858,4052,4806,Cambio Radical,2883,43,830,127,48,7,682,48,56,46,547,8,10,264,23,0,5,139,Voto en Blanco ,313,0,93,0,0,81,42,0,97,3196,856,312,544,45.7%,54.3%,71.2%,1.5%,28.8%,4.4%,1.7%,0.2%,23.7%,1.7%,1.9%,1.6%,19.0%,0.3%,0.3%,9.2%,0.8%,0.0%,0.2%,4.8%,7.7%,0.0%,29.7%,0.0%,0.0%,25.9%,13.4%,0.0%,31.0%,78.9%,21.1%,7.7%,13.4%
19622,Cauca,Rosas,8730,4167,4563,Cambio Radical,2980,46,1189,236,219,6,216,330,243,88,197,12,9,42,14,1,1,131,Movimiento Político Soberanía,294,1,13,1,0,191,16,0,72,3274,893,317,576,47.7%,52.3%,71.5%,1.5%,39.9%,7.9%,7.3%,0.2%,7.2%,11.1%,8.2%,3.0%,6.6%,0.4%,0.3%,1.4%,0.5%,0.0%,0.0%,4.4%,7.1%,0.3%,4.4%,0.3%,0.0%,65.0%,5.4%,0.0%,24.5%,78.6%,21.4%,7.6%,13.8%
19693,Cauca,San Sebastián,7094,3685,3409,Cambio Radical,3017,9,1426,54,27,3,1047,11,16,27,335,0,8,11,0,2,1,40,MAIS,128,0,102,1,0,7,9,0,9,3145,540,184,356,51.9%,48.1%,81.9%,0.3%,47.3%,1.8%,0.9%,0.1%,34.7%,0.4%,0.5%,0.9%,11.1%,0.0%,0.3%,0.4%,0.0%,0.1%,0.0%,1.3%,3.5%,0.0%,79.7%,0.8%,0.0%,5.5%,7.0%,0.0%,7.0%,85.3%,14.7%,5.0%,9.7%
19698,Cauca,Santander de Quilichao,76456,35221,41235,Partido Liberal,26148,1613,4018,2222,1449,213,5120,533,2475,978,1925,496,125,763,2322,48,57,1791,MAIS,3193,2,1934,120,2,109,146,17,863,29341,5880,3408,2472,46.1%,53.9%,74.2%,6.2%,15.4%,8.5%,5.5%,0.8%,19.6%,2.0%,9.5%,3.7%,7.4%,1.9%,0.5%,2.9%,8.9%,0.2%,0.2%,6.8%,9.1%,0.1%,60.6%,3.8%,0.1%,3.4%,4.6%,0.5%,27.0%,83.3%,16.7%,9.7%,7.0%
19701,Cauca,Santa Rosa,4157,1784,2373,Cambio Radical,1486,18,677,57,79,3,391,8,24,54,116,0,3,6,9,0,0,41,MAIS,82,0,43,0,0,20,4,0,15,1568,216,97,119,42.9%,57.1%,83.3%,1.2%,45.6%,3.8%,5.3%,0.2%,26.3%,0.5%,1.6%,3.6%,7.8%,0.0%,0.2%,0.4%,0.6%,0.0%,0.0%,2.8%,4.6%,0.0%,52.4%,0.0%,0.0%,24.4%,4.9%,0.0%,18.3%,87.9%,12.1%,5.4%,6.7%
19743,Cauca,Silvia,22653,9606,13047,Cambio Radical,5283,129,1503,190,220,214,1373,18,79,206,389,98,26,114,284,14,8,418,MAIS,2004,8,997,504,1,116,102,3,273,7287,2319,672,1647,42.4%,57.6%,55.0%,2.4%,28.4%,3.6%,4.2%,4.1%,26.0%,0.3%,1.5%,3.9%,7.4%,1.9%,0.5%,2.2%,5.4%,0.3%,0.2%,7.9%,20.9%,0.4%,49.8%,25.1%,0.0%,5.8%,5.1%,0.1%,13.6%,75.9%,24.1%,7.0%,17.1%
19760,Cauca,Sotará,7254,3739,3515,Cambio Radical,2490,58,1330,183,85,6,327,17,77,70,112,24,8,34,6,1,0,152,Movimiento Político Soberanía,472,1,61,8,1,220,75,4,102,2962,777,260,517,51.5%,48.5%,66.6%,2.3%,53.4%,7.3%,3.4%,0.2%,13.1%,0.7%,3.1%,2.8%,4.5%,1.0%,0.3%,1.4%,0.2%,0.0%,0.0%,6.1%,12.6%,0.2%,12.9%,1.7%,0.2%,46.6%,15.9%,0.8%,21.6%,79.2%,20.8%,7.0%,13.8%
19780,Cauca,Suárez,16231,6941,9290,Cambio Radical,5353,162,1729,138,91,28,681,634,60,338,845,75,33,47,320,17,3,152,MAIS,361,0,240,3,0,1,17,1,99,5714,1227,439,788,42.8%,57.2%,77.1%,3.0%,32.3%,2.6%,1.7%,0.5%,12.7%,11.8%,1.1%,6.3%,15.8%,1.4%,0.6%,0.9%,6.0%,0.3%,0.1%,2.8%,5.2%,0.0%,66.5%,0.8%,0.0%,0.3%,4.7%,0.3%,27.4%,82.3%,17.7%,6.3%,11.4%
19785,Cauca,Sucre,5563,2951,2612,Cambio Radical,1905,21,859,11,24,14,561,7,74,61,212,1,6,17,10,0,0,27,Movimiento Político Soberanía,537,0,4,3,0,491,29,0,10,2442,509,160,349,53.0%,47.0%,64.6%,1.1%,45.1%,0.6%,1.3%,0.7%,29.4%,0.4%,3.9%,3.2%,11.1%,0.1%,0.3%,0.9%,0.5%,0.0%,0.0%,1.4%,18.2%,0.0%,0.7%,0.6%,0.0%,91.4%,5.4%,0.0%,1.9%,82.8%,17.2%,5.4%,11.8%
19807,Cauca,Timbío,25344,13674,11670,Partido Liberal,10535,284,2412,692,1477,32,2452,78,475,359,963,144,45,241,201,5,27,648,Voto en Blanco ,702,2,258,25,1,25,105,1,285,11237,2437,938,1499,54.0%,46.0%,77.0%,2.7%,22.9%,6.6%,14.0%,0.3%,23.3%,0.7%,4.5%,3.4%,9.1%,1.4%,0.4%,2.3%,1.9%,0.0%,0.3%,6.2%,5.1%,0.3%,36.8%,3.6%,0.1%,3.6%,15.0%,0.1%,40.6%,82.2%,17.8%,6.9%,11.0%
19809,Cauca,Timbiquí,14744,7790,6954,Partido Liberal,7116,332,1954,40,338,20,2426,1392,60,267,164,3,69,4,3,1,5,38,MAIS,72,0,25,4,0,24,2,2,15,7188,602,367,235,52.8%,47.2%,91.3%,4.7%,27.5%,0.6%,4.7%,0.3%,34.1%,19.6%,0.8%,3.8%,2.3%,0.0%,1.0%,0.1%,0.0%,0.0%,0.1%,0.5%,0.9%,0.0%,34.7%,5.6%,0.0%,33.3%,2.8%,2.8%,20.8%,92.3%,7.7%,4.7%,3.0%
19821,Cauca,Toribío,17322,9081,8241,Partido Liberal,2740,90,293,81,53,242,883,19,29,65,482,71,17,38,260,11,12,94,MAIS,4878,4,4288,45,1,302,125,7,106,7618,1463,445,1018,52.4%,47.6%,30.2%,3.3%,10.7%,3.0%,1.9%,8.8%,32.2%,0.7%,1.1%,2.4%,17.6%,2.6%,0.6%,1.4%,9.5%,0.4%,0.4%,3.4%,53.7%,0.1%,87.9%,0.9%,0.0%,6.2%,2.6%,0.1%,2.2%,83.9%,16.1%,4.9%,11.2%
19824,Cauca,Totoró,11108,5335,5773,Partido Liberal,3826,44,450,127,206,16,1875,13,50,89,657,7,26,41,22,1,10,192,MAIS,463,0,169,13,0,142,34,7,98,4289,1046,278,768,48.0%,52.0%,71.7%,1.2%,11.8%,3.3%,5.4%,0.4%,49.0%,0.3%,1.3%,2.3%,17.2%,0.2%,0.7%,1.1%,0.6%,0.0%,0.3%,5.0%,8.7%,0.0%,36.5%,2.8%,0.0%,30.7%,7.3%,1.5%,21.2%,80.4%,19.6%,5.2%,14.4%
19845,Cauca,Villa Rica,13575,7234,6341,Cambio Radical,5776,114,1370,205,324,5,1283,121,118,498,1127,36,14,53,292,15,3,198,Voto en Blanco ,103,0,3,2,1,1,0,3,93,5879,1355,888,467,53.3%,46.7%,79.8%,2.0%,23.7%,3.5%,5.6%,0.1%,22.2%,2.1%,2.0%,8.6%,19.5%,0.6%,0.2%,0.9%,5.1%,0.3%,0.1%,3.4%,1.4%,0.0%,2.9%,1.9%,1.0%,1.0%,0.0%,2.9%,90.3%,81.3%,18.7%,12.3%,6.5%
20001,Cesar,Valledupar,290520,138582,151938,Partido de la U,120504,4450,26812,14484,13935,222,7412,3590,1989,3108,29799,315,752,4048,4452,135,527,4474,Voto en Blanco ,3179,53,839,22,2,291,357,29,1586,123683,14899,9081,5818,47.7%,52.3%,87.0%,3.7%,22.2%,12.0%,11.6%,0.2%,6.2%,3.0%,1.7%,2.6%,24.7%,0.3%,0.6%,3.4%,3.7%,0.1%,0.4%,3.7%,2.3%,1.7%,26.4%,0.7%,0.1%,9.2%,11.2%,0.9%,49.9%,89.2%,10.8%,6.6%,4.2%
20011,Cesar,Aguachica,67801,34655,33146,Partido de la U,30012,419,4204,4336,1911,31,1799,587,460,6098,6442,128,127,377,1999,21,392,681,Voto en Blanco ,717,1,53,214,3,149,42,2,253,30729,3926,2069,1857,51.1%,48.9%,86.6%,1.4%,14.0%,14.4%,6.4%,0.1%,6.0%,2.0%,1.5%,20.3%,21.5%,0.4%,0.4%,1.3%,6.7%,0.1%,1.3%,2.3%,2.1%,0.1%,7.4%,29.8%,0.4%,20.8%,5.9%,0.3%,35.3%,88.7%,11.3%,6.0%,5.4%
20013,Cesar,Agustín Codazzi,46565,22659,23906,Partido de la U,19845,590,5781,1595,1527,43,1066,181,442,464,6845,63,67,187,657,17,25,295,Voto en Blanco ,241,3,93,8,0,5,14,4,114,20086,2573,1355,1218,48.7%,51.3%,87.6%,3.0%,29.1%,8.0%,7.7%,0.2%,5.4%,0.9%,2.2%,2.3%,34.5%,0.3%,0.3%,0.9%,3.3%,0.1%,0.1%,1.5%,1.1%,1.2%,38.6%,3.3%,0.0%,2.1%,5.8%,1.7%,47.3%,88.6%,11.4%,6.0%,5.4%
20032,Cesar,Astrea,14386,7308,7078,Partido de la U,6406,91,1670,494,454,2,417,61,19,131,2839,6,30,33,50,4,49,56,Voto en Blanco ,29,0,1,1,0,1,3,0,23,6435,873,352,521,50.8%,49.2%,87.7%,1.4%,26.1%,7.7%,7.1%,0.0%,6.5%,1.0%,0.3%,2.0%,44.3%,0.1%,0.5%,0.5%,0.8%,0.1%,0.8%,0.9%,0.4%,0.0%,3.4%,3.4%,0.0%,3.4%,10.3%,0.0%,79.3%,88.1%,11.9%,4.8%,7.1%
20045,Cesar,Becerril,15682,9074,6608,Cambio Radical,8140,74,4749,201,211,7,66,85,47,125,2358,2,23,69,43,0,4,76,Voto en Blanco ,46,0,5,7,0,13,2,0,19,8186,888,430,458,57.9%,42.1%,89.7%,0.9%,58.3%,2.5%,2.6%,0.1%,0.8%,1.0%,0.6%,1.5%,29.0%,0.0%,0.3%,0.8%,0.5%,0.0%,0.0%,0.9%,0.5%,0.0%,10.9%,15.2%,0.0%,28.3%,4.3%,0.0%,41.3%,90.2%,9.8%,4.7%,5.0%
20060,Cesar,Bosconia,27477,14046,13431,Cambio Radical,11992,161,5217,1213,983,14,729,97,300,292,2406,34,35,215,65,5,19,207,Voto en Blanco ,107,1,23,8,0,5,4,0,66,12099,1947,1028,919,51.1%,48.9%,85.4%,1.3%,43.5%,10.1%,8.2%,0.1%,6.1%,0.8%,2.5%,2.4%,20.1%,0.3%,0.3%,1.8%,0.5%,0.0%,0.2%,1.7%,0.8%,0.9%,21.5%,7.5%,0.0%,4.7%,3.7%,0.0%,61.7%,86.1%,13.9%,7.3%,6.5%
20175,Cesar,Chimichagua,24146,11595,12551,Cambio Radical,10433,97,3274,334,2064,6,608,74,36,495,2987,15,39,63,200,0,51,90,Movimiento Político Soberanía,79,0,0,3,0,44,10,0,22,10512,1083,601,482,48.0%,52.0%,90.0%,0.9%,31.4%,3.2%,19.8%,0.1%,5.8%,0.7%,0.3%,4.7%,28.6%,0.1%,0.4%,0.6%,1.9%,0.0%,0.5%,0.9%,0.7%,0.0%,0.0%,3.8%,0.0%,55.7%,12.7%,0.0%,27.8%,90.7%,9.3%,5.2%,4.2%
20178,Cesar,Chiriguaná,21604,11611,9993,Partido de la U,10557,145,3459,491,1397,3,411,78,37,234,3943,3,33,125,54,7,7,130,Voto en Blanco ,43,0,6,0,0,9,1,0,27,10600,1011,470,541,53.7%,46.3%,90.9%,1.4%,32.8%,4.7%,13.2%,0.0%,3.9%,0.7%,0.4%,2.2%,37.3%,0.0%,0.3%,1.2%,0.5%,0.1%,0.1%,1.2%,0.4%,0.0%,14.0%,0.0%,0.0%,20.9%,2.3%,0.0%,62.8%,91.3%,8.7%,4.0%,4.7%
20228,Cesar,Curumaní,26144,13014,13130,Cambio Radical,11319,242,4155,498,1621,37,692,127,118,485,2456,40,30,190,408,11,23,186,Voto en Blanco ,84,4,6,1,0,0,7,3,63,11403,1611,752,859,49.8%,50.2%,87.0%,2.1%,36.7%,4.4%,14.3%,0.3%,6.1%,1.1%,1.0%,4.3%,21.7%,0.4%,0.3%,1.7%,3.6%,0.1%,0.2%,1.6%,0.6%,4.8%,7.1%,1.2%,0.0%,0.0%,8.3%,3.6%,75.0%,87.6%,12.4%,5.8%,6.6%
20238,Cesar,El Copey,22774,11389,11385,Partido de la U,9890,129,2111,792,1542,9,742,67,49,93,3764,17,43,166,176,1,26,163,Voto en Blanco ,101,4,6,1,1,4,4,1,80,9991,1398,697,701,50.0%,50.0%,86.8%,1.3%,21.3%,8.0%,15.6%,0.1%,7.5%,0.7%,0.5%,0.9%,38.1%,0.2%,0.4%,1.7%,1.8%,0.0%,0.3%,1.6%,0.9%,4.0%,5.9%,1.0%,1.0%,4.0%,4.0%,1.0%,79.2%,87.7%,12.3%,6.1%,6.2%
20250,Cesar,El Paso,20804,10400,10404,Cambio Radical,8837,318,3344,630,452,5,319,96,47,222,2623,21,51,285,146,18,9,251,Voto en Blanco ,99,0,13,3,0,1,4,3,75,8936,1464,706,758,50.0%,50.0%,85.0%,3.6%,37.8%,7.1%,5.1%,0.1%,3.6%,1.1%,0.5%,2.5%,29.7%,0.2%,0.6%,3.2%,1.7%,0.2%,0.1%,2.8%,1.0%,0.0%,13.1%,3.0%,0.0%,1.0%,4.0%,3.0%,75.8%,85.9%,14.1%,6.8%,7.3%
20295,Cesar,Gamarra,10492,6311,4181,Partido de la U,5583,56,1380,248,871,9,253,46,11,142,2295,1,13,69,100,1,27,61,Voto en Blanco ,49,0,6,3,0,4,2,1,33,5632,679,272,407,60.2%,39.8%,88.5%,1.0%,24.7%,4.4%,15.6%,0.2%,4.5%,0.8%,0.2%,2.5%,41.1%,0.0%,0.2%,1.2%,1.8%,0.0%,0.5%,1.1%,0.8%,0.0%,12.2%,6.1%,0.0%,8.2%,4.1%,2.0%,67.3%,89.2%,10.8%,4.3%,6.4%
20310,Cesar,González,3975,2549,1426,Partido de la U,2262,61,430,58,368,4,33,29,2,29,1207,0,5,6,5,1,1,23,Voto en Blanco ,6,0,0,1,0,0,0,0,5,2268,281,157,124,64.1%,35.9%,88.7%,2.7%,19.0%,2.6%,16.3%,0.2%,1.5%,1.3%,0.1%,1.3%,53.4%,0.0%,0.2%,0.3%,0.2%,0.0%,0.0%,1.0%,0.2%,0.0%,0.0%,16.7%,0.0%,0.0%,0.0%,0.0%,83.3%,89.0%,11.0%,6.2%,4.9%
20383,Cesar,La Gloria,10918,6143,4775,Partido de la U,5521,62,1031,233,400,1,176,49,31,288,3029,7,7,40,78,0,35,54,AICO,58,1,4,28,0,1,1,1,22,5579,564,285,279,56.3%,43.7%,89.9%,1.1%,18.7%,4.2%,7.2%,0.0%,3.2%,0.9%,0.6%,5.2%,54.9%,0.1%,0.1%,0.7%,1.4%,0.0%,0.6%,1.0%,0.9%,1.7%,6.9%,48.3%,0.0%,1.7%,1.7%,1.7%,37.9%,90.8%,9.2%,4.6%,4.5%
20400,Cesar,La Jagua de Ibirico,26477,15666,10811,Cambio Radical,14366,115,10214,246,332,16,125,156,165,185,1777,29,33,283,509,21,4,156,Voto en Blanco ,88,0,10,0,0,12,1,3,62,14454,1212,721,491,59.2%,40.8%,91.7%,0.8%,71.1%,1.7%,2.3%,0.1%,0.9%,1.1%,1.1%,1.3%,12.4%,0.2%,0.2%,2.0%,3.5%,0.1%,0.0%,1.1%,0.6%,0.0%,11.4%,0.0%,0.0%,13.6%,1.1%,3.4%,70.5%,92.3%,7.7%,4.6%,3.1%
20443,Cesar,Manaure,7547,4219,3328,Partido de la U,3907,87,1188,214,284,16,191,95,37,62,1498,9,10,48,98,9,0,61,Voto en Blanco ,31,1,2,2,0,7,4,0,15,3938,281,133,148,55.9%,44.1%,92.6%,2.2%,30.4%,5.5%,7.3%,0.4%,4.9%,2.4%,0.9%,1.6%,38.3%,0.2%,0.3%,1.2%,2.5%,0.2%,0.0%,1.6%,0.7%,3.2%,6.5%,6.5%,0.0%,22.6%,12.9%,0.0%,48.4%,93.3%,6.7%,3.2%,3.5%
20517,Cesar,Pailitas,14586,7091,7495,Cambio Radical,6407,44,2122,257,588,9,339,76,25,224,1798,21,34,57,737,0,18,58,Voto en Blanco ,30,0,0,1,0,8,1,1,19,6437,654,294,360,48.6%,51.4%,90.4%,0.7%,33.1%,4.0%,9.2%,0.1%,5.3%,1.2%,0.4%,3.5%,28.1%,0.3%,0.5%,0.9%,11.5%,0.0%,0.3%,0.9%,0.4%,0.0%,0.0%,3.3%,0.0%,26.7%,3.3%,3.3%,63.3%,90.8%,9.2%,4.1%,5.1%
20550,Cesar,Pelaya,13808,7212,6596,Partido de la U,6297,121,1536,335,820,7,388,36,15,200,2403,14,24,25,221,3,72,77,Voto en Blanco ,32,0,1,3,1,0,1,0,26,6329,883,461,422,52.2%,47.8%,87.3%,1.9%,24.4%,5.3%,13.0%,0.1%,6.2%,0.6%,0.2%,3.2%,38.2%,0.2%,0.4%,0.4%,3.5%,0.0%,1.1%,1.2%,0.4%,0.0%,3.1%,9.4%,3.1%,0.0%,3.1%,0.0%,81.3%,87.8%,12.2%,6.4%,5.9%
20570,Cesar,Pueblo Bello,17712,7595,10117,Partido de la U,5416,72,1258,267,257,28,112,48,15,110,2769,3,9,42,317,15,7,87,ASI,932,1,18,5,0,4,859,0,45,6348,1247,387,860,42.9%,57.1%,71.3%,1.3%,23.2%,4.9%,4.7%,0.5%,2.1%,0.9%,0.3%,2.0%,51.1%,0.1%,0.2%,0.8%,5.9%,0.3%,0.1%,1.6%,12.3%,0.1%,1.9%,0.5%,0.0%,0.4%,92.2%,0.0%,4.8%,83.6%,16.4%,5.1%,11.3%
20614,Cesar,Río de Oro,15150,8770,6380,Partido de la U,7783,126,1068,846,1063,19,839,37,19,240,3187,14,13,72,79,0,6,155,Voto en Blanco ,60,0,4,0,0,10,1,2,43,7843,927,530,397,57.9%,42.1%,88.7%,1.6%,13.7%,10.9%,13.7%,0.2%,10.8%,0.5%,0.2%,3.1%,40.9%,0.2%,0.2%,0.9%,1.0%,0.0%,0.1%,2.0%,0.7%,0.0%,6.7%,0.0%,0.0%,16.7%,1.7%,3.3%,71.7%,89.4%,10.6%,6.0%,4.5%
